"Estimate","Adjusted SE","2.5 %","97.5 %"
"cond((Int))",0.0562499114735173,0.713980404899731,-1.34312596779728,1.45562579074431
"cond(stdStatus)",-3.02776440416901,1.4658842873687,-5.90084481291482,-0.154683995423199
"cond(stdSex)",-0.122939955779066,1.61676458037664,-3.29174030479728,3.04586039323915
"cond(stdSex:stdStatus)",-1.72733245615847,3.70269953573445,-8.98449019177117,5.52982527945422
