"Estimate","Est_Error","Q2.5","Q97.5"
"intercept",-0.14984184676649,0.365211158021822,-0.902654022919709,0.531750157673623
"stdExp",0.977547467413359,0.646526864239316,-0.217228129705814,2.33989747079783
"stdSex",0.19721801721733,0.589743970800827,-0.947566837386669,1.3551465483132
"stdExp:stdSex",-3.07181737376937,1.44030471019097,-6.04554185498115,-0.361248808787536
"stdAge",0.754206057047599,0.611119595867152,-0.42336207181627,1.97885309196488
