"Site","Year","BandNo1","BandNo2","Outcome","Laying","Hatching","Fledge","AgeMale","AgeFemale","AgeBird1","AgeBird2","ExpMale","ExpFemale","ExpBird1","ExpBird2","PairBond","QLTY"
"S205",1998,"99667217","99667223","DEAD",20,54,1,7,7,7,7,2,2,2,2,2,0.846153846153846
"S206",1998,"99670772","99670774","SAME",21,56,1,5,5,5,5,0,0,0,0,0,0.615384615384615
"S206",1999,"99670772","99670774","DEAD",24,NA,0,6,6,6,6,1,1,1,1,1,0.615384615384615
"S206",2007,"99697011","99681212","DIV",48,59,1,6,5,6,5,0,0,0,0,0,0.615384615384615
"S207",2008,"99689077","99672199","SAME",48,49,1,10,9,10,9,1,1,1,1,1,0.666666666666667
"S207",2009,"99689077","99672199","DEAD",31,62,1,11,10,11,10,2,2,2,2,2,0.666666666666667
"S207",2007,"99672199","99689077","SAME",22,55,1,9,8,9,8,0,0,0,0,0,0.666666666666667
"S208",1993,"99651388","99607366","SAME",47,49,0,9,6,9,6,0,0,0,0,0,0.3
"S208",1999,"99671502","99607366","DEAD",22,53,0,5,12,5,12,0,6,0,6,0,0.3
"S208",1997,"99607366","99651388","SAME",NA,NA,NA,NA,NA,10,13,NA,NA,4,4,3,0.3
"S208",1998,"99651388","99607366","DIV",18,NA,0,14,11,14,11,5,5,5,5,4,0.3
"S208",1995,"99651388","99607366","DIV",20,52,1,11,8,11,8,2,2,2,2,2,0.3
"S208",1994,"99651388","99607366","SAME",19,NA,0,10,7,10,7,1,1,1,1,1,0.3
"S209",1990,"99603260","99603413","SAME",43,NA,0,4,4,4,4,NA,NA,NA,NA,NA,0.833333333333333
"S209",1997,"99603413","99603260","SAME",15,55,1,11,11,11,11,NA,NA,NA,NA,NA,0.833333333333333
"S209",1998,"99603260","99603413","SAME",20,55,1,12,12,12,12,NA,NA,NA,NA,NA,0.833333333333333
"S209",2009,"99610851","99603260","SAME",25,62,1,23,21,23,21,19,16,19,16,1,0.833333333333333
"S209",1991,"99603260","99603413","DIV",26,60,1,5,5,5,5,NA,NA,NA,NA,NA,0.833333333333333
"S209",1996,"99603413","99603260","SAME",22,57,1,10,10,10,10,NA,NA,NA,NA,NA,0.833333333333333
"S209",2008,"99603260","99610851","SAME",45,60,1,22,20,22,20,NA,15,NA,15,0,0.833333333333333
"S209",1999,"99603260","99603413","DEAD",24,NA,0,13,13,13,13,NA,NA,NA,NA,NA,0.833333333333333
"S210",1990,"99602152","7854____","DIV",24,NA,NA,NA,9,9,9,NA,NA,NA,NA,NA,0.833333333333333
"S210",2009,"78545202","99671505","DEAD",26,62,1,15,28,15,28,10,16,10,16,3,0.833333333333333
"S210",2008,"99671505","78545202","SAME",44,53,1,14,27,14,27,9,15,9,15,2,0.833333333333333
"S210",2007,"78545202","99671505","SAME",49,50,1,13,26,13,26,8,14,8,14,1,0.833333333333333
"S210",1999,"78545202","99671505","DIV",22,70,0,5,18,5,18,0,6,0,6,0,0.833333333333333
"S211",1999,"78559196","99671501","DEAD",21,53,NA,14,5,14,5,NA,0,NA,0,0,0.727272727272727
"S214",1994,"99650998","99602152","SAME",25,58,1,5,13,5,13,0,NA,0,NA,0,0.9
"S214",1995,"99650998","99602152","SAME",27,65,1,6,14,6,14,1,NA,1,NA,1,0.9
"S214",2007,"99650998","99689090","DIV",49,61,1,18,8,18,8,13,0,13,0,0,0.9
"S214",2009,"99681212","99689090","DEAD",26,59,1,8,10,8,10,2,2,2,2,0,0.9
"S214",1991,"99651689","99602__9","DEAD",26,65,1,NA,NA,2,NA,NA,NA,0,NA,NA,0.9
"S214",1993,"99651385","99602152","DIV",47,57,NA,9,12,9,12,0,NA,0,NA,0,0.9
"S214",1996,"99602152","99650998","SAME",26,58,1,7,15,7,15,NA,NA,NA,NA,2,0.9
"S214",1997,"99602152","99650998","DEAD",NA,NA,NA,8,16,8,16,NA,NA,NA,NA,3,0.9
"S215",2009,"99663783","99689065","DEAD",24,59,1,19,10,19,10,10,1,10,1,0,0.7
"S217",1998,"99667220","99670773","DEAD",20,NA,NA,5,7,5,7,0,2,0,2,0,0.555555555555556
"S217",2009,"99664676","118601166","DEAD",36,72,1,14,5,14,5,1,0,1,0,0,0.555555555555556
"S217",1997,"99667220","99667200","DEAD",13,NA,0,6,6,6,6,1,1,1,1,1,0.555555555555556
"S217",1996,"99667220","99667200","SAME",22,55,1,5,5,5,5,0,0,0,0,0,0.555555555555556
"S221",2009,"99689076","99669221","DEAD",26,60,1,10,12,10,12,1,0,1,0,0,0.916666666666667
"S221",2008,"99667221","9968907(5)","DEAD",47,57,1,17,NA,17,NA,11,NA,11,NA,NA,0.916666666666667
"S223",2007,"99689075","99687586","DEAD",24,57,1,NA,NA,8,4,NA,NA,0,0,0,0.4
"S224",1995,"99607357","99610851","SAME",36,NA,0,8,7,8,7,4,2,4,2,0,0.5
"S224",2008,"99689076","99657986","DEAD",50,70,1,9,16,9,16,0,10,0,10,0,0.5
"S225",1997,"99607357","99610851","SAME",44,66,NA,10,9,10,9,6,4,6,4,2,0.5
"S225",1998,"99607357","99610851","DIV",24,55,1,11,10,11,10,7,5,7,5,3,0.5
"S225",1996,"99607357","99610851","SAME",55,NA,0,9,8,9,8,5,3,5,3,1,0.5
"S227",2007,"99667219","99667224","DEAD",49,50,1,16,16,16,16,11,11,11,11,4,NA
"S228",2007,"99671522","99664615","DIV",49,56,1,13,12,13,12,8,0,8,0,0,0.727272727272727
"S228",2009,"118601152","99664615","DEAD",21,54,1,NA,NA,5,14,NA,NA,0,2,0,0.727272727272727
"S228",1996,"99609708","99667222","DEAD",21,55,1,8,5,8,5,2,0,2,0,0,0.727272727272727
"S229",1991,"99603234","99654100","DIV",24,56,1,NA,NA,5,5,NA,NA,NA,0,0,0.727272727272727
"S229",1993,"99654100","99603234","SAME",47,NA,NA,7,7,7,7,2,NA,2,NA,1,0.727272727272727
"S229",1996,"99603234","99654100","SAME",22,NA,NA,NA,NA,10,10,NA,NA,NA,5,4,0.727272727272727
"S229",1997,"99603234","99654100","SAME",24,NA,0,NA,NA,11,11,NA,NA,NA,6,5,0.727272727272727
"S229",1995,"99654100","99603234","SAME",21,53,1,9,9,9,9,4,NA,4,NA,3,0.727272727272727
"S229",2008,"99697012","99689094","DEAD",48,54,1,6,9,6,9,1,1,1,1,0,0.727272727272727
"S229",1994,"99654100","99603234","SAME",20,53,1,8,8,8,8,3,NA,3,NA,2,0.727272727272727
"S229",1998,"99603234","99654100","SAME",19,52,1,NA,NA,12,12,NA,NA,NA,7,6,0.727272727272727
"S229",1999,"99654100","99603234","DEAD",24,57,1,13,13,13,13,8,NA,8,NA,7,0.727272727272727
"S230",2009,"99664666","99689072","SAME",25,49,1,10,14,10,14,0,0,0,0,0,0.5
"S232",2009,"99689922","99680620","DEAD",49,68,NA,5,8,5,8,0,0,0,0,0,NA
"S242",1991,"99601175","99610963","DIV",43,NA,0,6,8,6,8,0,0,0,0,0,0.6
"S242",2009,"99656990","99697011","DEAD",21,66,1,7,17,7,17,2,11,2,11,0,0.6
"S244",1993,"78559196","99610851","SAME",NA,NA,0,8,5,8,5,NA,0,NA,0,0,0
"S244",1994,"78559196","99610851","DIV",23,NA,0,9,6,9,6,NA,1,NA,1,1,0
"S248",1995,"99607528","78559070","DEAD",28,NA,0,6,10,6,10,1,0,1,0,0,0.5
"S248",1996,"99607355","78559070","DEAD",48,NA,0,9,11,9,11,0,1,0,1,0,0.5
"S248",1993,"99651392","785590__","SAME",49,53,1,NA,NA,9,NA,NA,NA,2,NA,NA,0.5
"S248",1994,"99651392","785590__","DEAD",22,54,1,NA,NA,10,NA,NA,NA,3,NA,NA,0.5
"S255",1996,"99667108","99603241","DEAD",45,69,0,5,10,5,10,0,NA,0,NA,0,NA
"S307",1999,"99671506","99671507","DEAD",30,48,1,NA,NA,5,5,NA,NA,0,0,0,NA
"S309",1998,"99663668","99661405","DIV",20,55,0,NA,NA,4,5,NA,NA,0,0,0,0.5
"S309",2007,"99669617","99683843","DEAD",49,54,1,10,5,10,5,0,0,0,0,0,0.5
"S316",1998,"99670793","99661451","DEAD",26,NA,0,NA,NA,5,5,NA,NA,0,0,0,NA
"S317",1998,"99670797","99665926","DEAD",27,NA,0,NA,NA,5,3,NA,NA,0,0,0,NA
"S318",1998,"99670794","99670798","DEAD",25,NA,0,NA,NA,5,5,NA,NA,0,0,0,NA
"S319",1998,"99662903","99663729","SAME",30,NA,0,4,4,4,4,0,0,0,0,0,NA
"S328",1999,"99664395","99654476","DEAD",33,NA,0,4,8,4,8,0,0,0,0,0,NA
"S330",2007,"99689064","99672086","SAME",48,61,1,9,8,9,8,0,2,0,2,0,NA
"S701",2008,"99683772","99668921","DEAD",45,NA,0,NA,NA,6,12,NA,NA,0,0,0,NA
"S705",2008,"99671503","99652678","DEAD",48,NA,0,NA,NA,14,18,NA,NA,9,10,1,NA
"S211C",2007,"99671501","99684679","DEAD",54,NA,NA,NA,NA,13,5,NA,NA,8,0,0,NA
"S49a",2003,"99672148","99657931","DEAD",45,NA,0,NA,NA,5,11,NA,NA,0,4,0,NA
"S_rear51",1998,"99663955","96657988","DEAD",29,NA,NA,NA,4,4,4,NA,0,0,0,NA,NA
"S_rear54",1998,"99670796","99670800","DEAD",25,NA,NA,5,5,5,5,0,0,0,0,0,NA
"S_rear56",1998,"99670799","99670795","DIV",28,NA,NA,NA,NA,5,5,NA,NA,0,0,0,NA
"S_REAR199",2010,"118600263","118600248","DEAD",52,53,1,NA,NA,5,5,NA,NA,0,0,0,NA
"S_REAR201",2010,"118600247","99679651","DEAD",47,NA,1,9,5,9,5,3,0,3,0,0,NA
"S_REAR202",2010,"118601155","99655093","DEAD",50,55,1,6,19,6,19,1,14,1,14,1,NA
"S_REAR203",2010,"118601154","99667219","DEAD",45,53,1,19,6,19,6,14,1,14,1,0,NA
"S_REAR209",2010,"99610851","99603260","DEAD",30,63,1,24,22,24,22,20,17,20,17,2,NA
"S_REAR216",2010,"99676429","118601172","DEAD",50,NA,0,NA,NA,11,6,NA,NA,0,1,0,NA
"S_REAR221",2010,"99689076","118601144","DEAD",31,64,1,11,6,11,6,2,1,2,1,0,NA
"S_REAR230",2010,"99689072","99664666","DEAD",17,50,1,11,15,11,15,1,1,1,1,1,NA
"SBtop31",1999,"78558984","99665872","DEAD",26,NA,0,NA,NA,15,4,NA,NA,0,0,0,NA
"SBtop52",1999,"99652678","99671503","DIV",24,57,1,9,5,9,5,1,0,1,0,0,NA
"SBtop63",1999,"99661471","99655943","DEAD",27,NA,0,6,8,6,8,0,0,0,0,0,NA
"SBtop64",1999,"99664005","99670795","DEAD",28,63,1,5,6,5,6,0,1,0,1,0,NA
"TL1",2009,"99661361","99685505","DEAD",22,58,1,16,9,16,9,0,0,0,0,0,NA
"TL11",2009,"99667069","99678585","DEAD",21,53,1,18,9,18,9,0,0,0,0,0,NA
"TL2",2009,"99685502","99681229","DEAD",28,58,1,8,9,8,9,0,0,0,0,0,NA
"TL3",2009,"99651381","99607293","DEAD",20,52,1,25,22,25,22,16,15,16,15,0,NA
"TL4",2009,"99651379","99603248","DEAD",26,58,0,25,23,25,23,0,0,0,0,0,NA
"TL41",2009,"118600014","99661352","DEAD",51,52,1,6,16,6,16,0,0,0,0,0,NA
"TL5",2009,"99663917","99671531","DEAD",24,56,1,15,15,15,15,0,0,0,0,0,NA
"TL50A",2009,"99661369","99678601","DEAD",51,55,1,16,9,16,9,0,0,0,0,0,NA
"TL8",2009,"99681231","99667151","DEAD",28,58,1,18,8,18,8,0,0,0,0,0,NA
"TL9",2009,"99664645","99667049","DEAD",22,54,1,14,18,14,18,0,0,0,0,0,NA
"TU1",2009,"99667179","99689048","DEAD",22,57,1,18,10,18,10,0,0,0,0,0,NA
"TU12",2009,"99689092","99662553","DEAD",20,55,1,20,10,20,10,0,0,0,0,0,NA
"TU13",2009,"99663784","118601113","DEAD",20,52,1,19,5,19,5,0,0,0,0,0,NA
"TU14",2009,"99676252","99689047","DEAD",19,55,1,10,10,10,10,0,0,0,0,0,NA
"TU15",2009,"99681061","99689044","DEAD",22,52,1,8,10,8,10,0,0,0,0,0,NA
"TU16",2009,"99669718","99688765","DEAD",22,55,1,12,6,12,6,0,0,0,0,0,NA
"TU17",2009,"99669154","99676335","DEAD",23,NA,0,17,10,17,10,0,0,0,0,0,NA
"TU3",2009,"99671552","99661458","DEAD",24,58,1,16,15,16,15,0,0,0,0,0,NA
"TU3A",2009,"99671554","99673638","DEAD",30,58,1,15,11,15,11,0,0,0,0,0,NA
"TU3B",2009,"118601112","99669137","DEAD",33,58,1,17,5,17,5,0,0,0,0,0,NA
"TU4",2009,"99671432","99602865","DEAD",27,58,1,11,23,11,23,0,0,0,0,0,NA
"TU5",2009,"99658052","99685507","DEAD",24,58,1,17,9,17,9,0,0,0,0,0,NA
"TU7",2009,"99689046","118601114","DEAD",20,52,1,10,5,10,5,0,0,0,0,0,NA
"TU8",2009,"99669153","99681074","DEAD",26,52,1,17,8,17,8,0,0,0,0,0,NA
"TU9",2009,"118601111","118601115","DEAD",29,NA,0,5,5,5,5,0,0,0,0,0,NA
"Z16",2004,"99667326","996__096","DEAD",NA,NA,NA,NA,NA,8,NA,NA,NA,0,NA,NA,NA
"Z68",2004,"99671574","99687261","DEAD",45,NA,NA,10,6,10,6,0,0,0,0,0,NA
"Zfront20",2003,"99676609","62786","DEAD",30,55,1,8,NA,8,NA,0,NA,0,NA,NA,NA
