"Site","Year","BandNo1","BandNo2","Outcome","Laying","Hatching","Fledge","AgeMale","AgeFemale","AgeBird1","AgeBird2","ExpMale","ExpFemale","ExpBird1","ExpBird2","PairBond","QLTY"
"Q55",1997,"78545518","99662527","DIV",19,NA,0,16,8,16,8,NA,1,NA,1,0,0.235294117647059
"Q55",2000,"78545518","99669597","SAME",20,53,1,19,8,19,8,NA,2,NA,2,2,0.235294117647059
"Q55",2001,"78545518","99669597","DEAD",23,56,1,20,9,20,9,NA,3,NA,3,3,0.235294117647059
"Q55",2006,"99687272","99662527","DIV",47,51,1,8,17,8,17,3,10,3,10,2,0.235294117647059
"Q56",1996,"996___85","99662527","DEAD",NA,NA,NA,NA,7,NA,7,NA,0,NA,0,NA,0.25
"Q57",2009,"118601142","99684____","DEAD",32,NA,NA,5,NA,5,NA,0,NA,0,NA,NA,0.631578947368421
"Q57",1998,"99606799","99653674","DEAD",20,54,0,8,11,8,11,0,5,0,5,0,0.631578947368421
"Q62",1998,"99659942","99658332","SAME",NA,NA,NA,NA,NA,5,6,NA,NA,0,0,0,0
"Q62",1996,"99609493","99608524","DIV",21,NA,0,8,8,8,8,3,3,3,3,3,0
"Q62",1995,"99609493","99608524","SAME",31,NA,0,7,7,7,7,2,2,2,2,2,0
"Q62",1994,"99609493","99608524","SAME",18,52,0,6,6,6,6,1,1,1,1,1,0
"Q62",1993,"99609493","99608524","SAME",NA,NA,0,5,5,5,5,0,0,0,0,0,0
"Q62",1999,"99659942","99658332","DEAD",27,NA,0,NA,NA,6,7,NA,NA,1,1,1,0
"Q63",2010,"99669946","99684918","DIV",44,NA,0,8,13,8,13,1,7,1,7,1,0.0625
"Q63",1991,"99604128","78560340","SAME",36,NA,0,5,7,5,7,0,0,0,0,0,0.0625
"Q63",2009,"99669946","99684918","SAME",29,NA,0,7,12,7,12,0,6,0,6,0,0.0625
"Q63",2008,"99669946","99698202","DIV",44,NA,NA,6,11,6,11,1,5,1,5,1,0.0625
"Q63",2007,"99669946","99698202","SAME",43,59,1,5,10,5,10,0,4,0,4,0,0.0625
"Q63",1992,"99604128","78560340","DEAD",31,NA,0,6,8,6,8,1,1,1,1,1,0.0625
"Q64",2001,"99670164","99680536","DEAD",23,56,1,NA,NA,4,5,NA,NA,0,0,0,0.8
"Q64",1996,"99667198","99663861","DIV",20,53,1,6,5,6,5,1,0,1,0,0,0.8
"Q67",2005,"99653391","99609493","SAME",47,51,1,15,17,15,17,9,12,9,12,4,0.692307692307692
"Q67",2009,"99653391","99609493","SAME",25,52,1,19,21,19,21,13,16,13,16,8,0.692307692307692
"Q67",2004,"99653391","99609493","SAME",25,NA,0,14,16,14,16,8,11,8,11,3,0.692307692307692
"Q67",2001,"99653391","99609493","SAME",23,56,1,11,13,11,13,5,8,5,8,0,0.692307692307692
"Q67",2002,"99653391","99609493","SAME",27,60,1,12,14,12,14,6,9,6,9,1,0.692307692307692
"Q67",2007,"99653391","99609493","SAME",43,54,1,17,19,17,19,11,14,11,14,6,0.692307692307692
"Q67",2011,"99653391","99609493","DEAD",46,53,1,21,23,21,23,15,18,15,18,10,0.692307692307692
"Q67",2003,"99653391","99609493","SAME",29,53,0,13,15,13,15,7,10,7,10,2,0.692307692307692
"Q67",2006,"99653391","99609493","SAME",34,67,NA,16,18,16,18,10,13,10,13,5,0.692307692307692
"Q67",2010,"99653391","99609493","SAME",43,52,1,20,22,20,22,14,17,14,17,9,0.692307692307692
"Q67",2008,"99653391","99609493","SAME",NA,NA,NA,18,20,18,20,12,15,12,15,7,0.692307692307692
"Q70",1993,"99602112","99659652","SAME",39,72,1,12,5,12,5,NA,0,NA,0,0,NA
"Q70",1994,"99602112","99659652","DEAD",20,49,1,13,6,13,6,NA,1,NA,1,1,NA
"Q77",2009,"99667891","118601200","DEAD",27,60,1,NA,NA,13,5,NA,NA,0,0,0,NA
"Q79",2009,"99687398","99663130","DEAD",26,60,1,6,15,6,15,0,2,0,2,0,0.454545454545455
"Q82",2003,"99687271","99687270","SAME",29,56,1,NA,NA,5,5,NA,NA,0,0,0,NA
"Q82",2004,"99687271","99687270","DIV",29,61,1,NA,NA,6,6,NA,NA,1,1,1,NA
"Q84",2009,"118601180","118601250","SAME",23,69,1,NA,NA,5,5,NA,NA,0,0,0,0.4
"Q84",2010,"118601180","118601250","DEAD",44,55,1,NA,NA,6,6,NA,NA,1,1,1,0.4
"Q121",1997,"7855____","99605065","SAME",20,53,1,NA,NA,NA,10,NA,NA,NA,3,NA,0.4375
"Q121",1995,"7855____","99605065","SAME",23,57,1,NA,NA,NA,8,NA,NA,NA,1,NA,0.4375
"Q121",1994,"7855____","99605065","SAME",32,NA,0,NA,NA,NA,7,NA,NA,NA,0,NA,0.4375
"Q121",1998,"7855____","99605065","DEAD",20,53,1,NA,NA,NA,11,NA,NA,NA,4,NA,0.4375
"Q121",1996,"7855____","99605065","SAME",59,NA,0,NA,NA,NA,9,NA,NA,NA,2,NA,0.4375
"Q127",2009,"99679698","11860143","DEAD",24,56,NA,NA,8,8,8,NA,0,0,0,NA,0.833333333333333
"QT1",2003,"99676592","99669907","SAME",30,49,1,NA,NA,8,6,NA,NA,3,0,0,0.583333333333333
"QT1",2006,"99683079","99669907","SAME",46,50,1,NA,NA,9,9,NA,NA,4,3,0,0.583333333333333
"QT1",2009,"99683079","99669907","DIV",20,62,0,NA,NA,12,12,NA,NA,7,6,3,0.583333333333333
"QT1",2005,"99676592","99669907","DEAD",13,46,0,NA,NA,10,8,NA,NA,5,2,2,0.583333333333333
"QT1",2004,"99676592","99669907","SAME",25,56,0,NA,NA,9,7,NA,NA,4,1,1,0.583333333333333
"QT1",2007,"99683079","99669907","SAME",43,55,1,NA,NA,10,10,NA,NA,5,4,1,0.583333333333333
"QT1",2008,"99683079","99669907","SAME",44,52,1,NA,NA,11,11,NA,NA,6,5,2,0.583333333333333
"QT11",2009,"99679693","99652936","DIV",31,62,1,19,8,19,8,14,3,14,3,1,0.75
"QT11",2008,"99679693","99652936","SAME",44,NA,NA,18,7,18,7,13,2,13,2,0,0.75
"QT12",2011,"99679693","99652936","DEAD",48,NA,NA,21,10,21,10,16,5,16,5,2,NA
"QT12",1999,"99652936","99653___","DIV",NA,NA,NA,9,NA,9,NA,4,NA,4,NA,NA,NA
"QT13",2010,"99687270","99678712","DEAD",43,55,1,12,10,12,10,7,5,7,5,5,0.571428571428571
"QT13",2007,"99685518","76___","DEAD",43,56,1,7,NA,7,NA,2,NA,2,NA,NA,0.571428571428571
"QT13",2005,"99685518","99669905","DIV",56,52,0,5,8,5,8,0,2,0,2,0,0.571428571428571
"QT13",2009,"99687270","99678712","SAME",31,60,0,11,9,11,9,6,4,6,4,4,0.571428571428571
"QT13",2006,"99685518","99679671","DEAD",47,51,1,6,5,6,5,1,0,1,0,0,0.571428571428571
"QT14",2006,"99687270","99678712","SAME",NA,NA,NA,NA,NA,8,6,NA,NA,3,1,1,NA
"QT14",2005,"99687270","99678712","SAME",NA,NA,NA,NA,NA,7,5,NA,NA,2,0,0,NA
"QT14",2007,"99687270","99678712","SAME",43,NA,0,NA,NA,9,7,NA,NA,4,2,2,NA
"QT14",2008,"99687270","99678712","SAME",44,59,NA,10,8,10,8,5,3,5,3,3,NA
"QT15",2009,"99674982","118601165","DEAD",30,63,1,10,5,10,5,0,0,0,0,0,NA
"QT16",2009,"99676605","118601164","DEAD",24,58,1,14,5,14,5,9,0,9,0,0,0.857142857142857
"QT16",2006,"99680563","99679700","DEAD",48,51,1,NA,NA,10,5,NA,NA,2,0,0,0.857142857142857
"QT17",2007,"99664858","99697024","DIV",46,56,1,12,5,12,5,8,0,8,0,0,0.714285714285714
"QT17",2009,"99664858","99697024","DEAD",NA,NA,0,14,7,14,7,10,2,10,2,1,0.714285714285714
"QT18",2007,"99687271","99679693","DEAD",46,54,1,9,6,9,6,4,1,4,1,1,0.5
"QT18",2006,"99687271","99679693","SAME",45,54,1,8,5,8,5,3,0,3,0,0,0.5
"QT5",2008,"99654144","78560228","SAME",44,NA,NA,22,24,22,24,17,10,17,10,7,0.6
"QT5",2005,"99654144","78560228","SAME",13,46,1,19,21,19,21,14,7,14,7,4,0.6
"QT5",2006,"99654144","78560228","SAME",48,74,NA,20,22,20,22,15,8,15,8,5,0.6
"QT5",2010,"99654144","78560228","SAME",14,47,1,24,26,24,26,19,12,19,12,9,0.6
"QT5",2001,"99676593","99676592","DEAD",23,56,0,NA,NA,6,6,NA,NA,1,1,1,0.6
"QT5",2007,"99654144","78560228","SAME",43,50,1,21,23,21,23,16,9,16,9,6,0.6
"QT5",2009,"99654144","78560228","SAME",20,NA,0,23,25,23,25,18,11,18,11,8,0.6
"QT5",1999,"99654144","78560228","DIV",19,50,NA,13,15,13,15,8,1,8,1,1,0.6
"QT5",2011,"99654144","78560228","DEAD",46,NA,NA,25,27,25,27,20,13,20,13,10,0.6
"QT5",1998,"99654144","78560228","SAME",30,64,1,12,14,12,14,7,0,7,0,0,0.6
"QT5",2004,"99654144","78560228","SAME",28,54,0,18,20,18,20,13,6,13,6,3,0.6
"QT5",2003,"99654144","78560228","SAME",39,50,1,17,19,17,19,12,5,12,5,2,0.6
"Q_REAR6",2011,"118600227","118601249","DEAD",46,NA,0,NA,NA,6,7,NA,NA,0,0,0,NA
"QBA1",1998,"99663856","99659652","DEAD",26,47,1,8,10,8,10,3,5,3,5,1,0.666666666666667
"QBA1",1997,"99663856","99659652","SAME",13,45,1,7,9,7,9,2,4,2,4,0,0.666666666666667
"QBA5",2000,"99668997","99652754","DEAD",23,56,1,NA,NA,4,10,NA,NA,0,2,0,0.6
"QBA9",1998,"99669164","99669166","DEAD",26,61,1,NA,NA,6,6,NA,NA,1,0,0,1
"QBA11",1998,"99601951","99606775","DEAD",38,44,1,18,11,18,11,1,0,1,0,0,0.75
"QBA11",2000,"99664475","99676604","DEAD",25,58,1,NA,5,NA,5,NA,0,NA,0,NA,0.75
"QT2",1998,"99657574","99670768","DEAD",20,NA,0,NA,NA,6,5,NA,NA,0,0,0,NA
"QT4",2000,"99676593","99676592","SAME",20,53,1,NA,NA,5,5,NA,NA,0,0,0,NA
"QT6",2000,"99670768","996_2936","DEAD",20,53,1,NA,NA,7,NA,NA,NA,2,NA,NA,NA
"R6",1993,"99606183","99608120","SAME",NA,NA,0,NA,NA,6,5,NA,NA,0,0,0,NA
"R6",1994,"99606183","99608120","DEAD",42,NA,0,NA,NA,7,6,NA,NA,1,1,1,NA
"R7",1994,"99606109","99602062","DEAD",20,53,0,12,8,12,8,1,0,1,0,0,0.2
"R7",1993,"99606109","99606062","DEAD",47,52,0,11,6,11,6,0,0,0,0,0,0.2
"S1",1993,"78559755","78559069","SAME",47,54,1,8,8,8,8,2,2,2,2,1,0.692307692307692
"S1",2009,"118601169","118601158","DEAD",29,62,1,NA,NA,5,5,NA,NA,0,0,0,0.692307692307692
"S1",1994,"78559755","78559069","SAME",21,53,1,9,9,9,9,3,3,3,3,2,0.692307692307692
"S1",1995,"78559755","78559069","DIV",19,NA,0,10,10,10,10,4,4,4,4,3,0.692307692307692
"S1",1991,"78559755","78559069","DIV",23,56,1,6,6,6,6,0,0,0,0,0,0.692307692307692
"S1",2007,"785597__","9966566_","DEAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692307692307692
"S2",2007,"99669136","99663729","SAME",49,NA,0,15,13,15,13,4,9,4,9,0,0.111111111111111
"S2",1999,"99662903","99663729","DEAD",30,NA,0,5,5,5,5,1,1,1,1,1,0.111111111111111
"S3",1997,"78543961","99670810","SAME",23,NA,0,NA,NA,13,4,NA,NA,4,0,0,0.466666666666667
"S3",1998,"78543961","99670810","DEAD",21,54,1,NA,NA,14,5,NA,NA,5,1,1,0.466666666666667
"S4",2009,"99669136","99663729","DEAD",26,67,1,17,15,17,15,6,11,6,11,2,0.8
"S4",2003,"99668807","99671506","DEAD",47,54,0,7,9,7,9,0,4,0,4,0,0.8
"S4",1991,"99603983","99654102","DIV",26,59,1,NA,NA,5,5,NA,NA,NA,0,0,0.8
"S4",2008,"99669136","99663729","SAME",47,54,1,16,14,16,14,5,10,5,10,1,0.8
"S6",2008,"99689064","99672086","DIV",48,52,1,10,9,10,9,1,3,1,3,1,0.571428571428571
"S6",2009,"99689004","118601170","DEAD",30,65,0,NA,NA,10,5,NA,NA,1,0,0,0.571428571428571
"S6",2005,"99689064","99689053","DEAD",19,52,1,6,6,6,6,0,0,0,0,0,0.571428571428571
"S8",2008,"99661405","99665145","SAME",47,54,1,15,13,15,13,10,9,10,9,0,0.545454545454545
"S8",2003,"99669667","99660350","DIV",48,54,0,10,6,10,6,0,0,0,0,0,0.545454545454545
"S8",2009,"99665145","99661405","DEAD",21,62,0,16,14,16,14,11,10,11,10,1,0.545454545454545
"S8",2007,"99669667","99665145","DEAD",57,59,0,10,12,10,12,4,8,4,8,0,0.545454545454545
"S11",1994,"99654109","99606980","SAME",24,57,0,8,7,8,7,3,3,3,3,1,0.642857142857143
"S11",1995,"99654109","99606980","SAME",25,57,1,9,8,9,8,4,4,4,4,2,0.642857142857143
"S11",1991,"99654109","99606980","DIV",30,64,1,5,4,5,4,0,0,0,0,0,0.642857142857143
"S11",1996,"99654109","99606980","DEAD",24,NA,0,10,9,10,9,5,5,5,5,3,0.642857142857143
"S12",2008,"99688755","99688807","SAME",52,58,1,5,5,5,5,0,0,0,0,0,0.625
"S12",2009,"99688807","99688755","DEAD",51,NA,0,6,6,6,6,1,1,1,1,1,0.625
"S14",2010,"99654102","99683843","DEAD",46,50,0,24,8,24,8,19,3,19,3,2,0.333333333333333
"S14",2008,"99683843","99654102","SAME",25,58,1,22,6,22,6,17,1,17,1,0,0.333333333333333
"S14",2009,"99654102","99683843","SAME",21,66,0,23,7,23,7,18,2,18,2,1,0.333333333333333
"S22",2009,"99674813","118601176","DEAD",46,62,1,NA,NA,10,5,NA,NA,0,0,0,0.866666666666667
"S22",2008,"118600023","99684659","DEAD",49,NA,0,5,6,5,6,0,0,0,0,0,0.866666666666667
"S23",2009,"99605012","99689054","DEAD",53,54,1,22,10,22,10,14,0,14,0,0,0.933333333333333
"S24",2009,"99684702","99655204","DEAD",25,37,1,7,18,7,18,1,6,1,6,0,0.875
"S27",1997,"99663337","99660397","DEAD",NA,NA,NA,NA,NA,3,4,NA,NA,0,0,0,0.714285714285714
"S28",2008,"99603516","996617_2","DEAD",25,58,1,NA,22,22,22,NA,0,0,0,NA,0.928571428571429
"S29",2009,"99654109","99665941","DEAD",26,56,1,23,14,23,14,18,1,18,1,0,0.714285714285714
"S30",2009,"99673781","99656186","DEAD",22,61,1,NA,NA,11,18,NA,NA,0,15,0,0.7
"S31",1999,"99663204","99610359","DEAD",20,NA,0,NA,NA,NA,11,NA,NA,NA,5,NA,0.857142857142857
"S31",1998,"99663204","99610359","SAME",22,62,1,NA,NA,NA,10,NA,NA,NA,4,NA,0.857142857142857
"S31",1994,"99606009","99610359","SAME",18,50,1,12,6,12,6,1,0,1,0,0,0.857142857142857
"S31",1993,"99606009","99608047","DEAD",47,48,1,11,10,11,10,0,0,0,0,0,0.857142857142857
"S31",1995,"99606009","99610359","DEAD",20,52,1,13,7,13,7,2,1,2,1,1,0.857142857142857
"S31",2009,"99661392","118601177","DEAD",22,52,1,NA,NA,16,5,NA,NA,0,0,0,0.857142857142857
"S32",2009,"118601163","118601171","DEAD",22,56,1,NA,NA,5,5,NA,NA,0,0,0,0.833333333333333
"S33",1991,"99654103","99604507","DIV",25,58,1,5,5,5,5,0,0,0,0,0,0.636363636363636
"S33",2009,"118601162","99669563","DEAD",22,56,1,5,12,5,12,0,1,0,1,0,0.636363636363636
"S33",1996,"99654103","99605012","DIV",22,53,0,9,10,9,10,1,5,1,5,0,0.636363636363636
"S33",1993,"99654103","99604507","SAME",NA,NA,0,7,7,7,7,2,2,2,2,1,0.636363636363636
"S33",1994,"99654103","99604507","DIV",17,50,1,8,8,8,8,3,3,3,3,2,0.636363636363636
"S40",2010,"99683818","99676390","DEAD",43,NA,0,8,11,8,11,0,1,0,1,0,NA
"S41",1996,"99606172","99660353","DEAD",24,NA,0,9,3,9,3,3,0,3,0,0,0.5
"S41",1990,"78559809","78559762","DEAD",34,NA,0,5,5,5,5,NA,NA,NA,NA,NA,0.5
"S41",1994,"99606172","99607542","DEAD",31,65,0,7,5,7,5,1,0,1,0,0,0.5
"S42",1990,"785587__","78559065","DEAD",30,NA,0,NA,NA,NA,5,NA,NA,NA,NA,NA,0.538461538461538
"S43",1993,"99654115","99602623","SAME",NA,NA,0,7,7,7,7,2,NA,2,NA,1,0.4
"S43",1994,"99654115","99602623","SAME",21,53,1,8,8,8,8,3,NA,3,NA,2,0.4
"S43",2007,"99689078","99655233","SAME",22,55,1,8,16,8,16,2,10,2,10,0,0.4
"S43",1997,"99654115","99655233","SAME",NA,NA,NA,11,6,11,6,6,0,6,0,0,0.4
"S43",1991,"99602623","99654115","DIV",36,53,1,NA,NA,5,5,NA,NA,NA,0,0,0.4
"S43",2005,"9968----","99689078","DEAD",52,53,1,NA,NA,NA,6,NA,NA,NA,0,NA,0.4
"S43",1996,"99654115","99602623","DEAD",24,NA,0,10,10,10,10,5,NA,5,NA,4,0.4
"S43",1995,"99654115","99602623","SAME",26,NA,0,9,9,9,9,4,NA,4,NA,3,0.4
"S43",1998,"99654115","99655233","SAME",20,NA,0,12,7,12,7,7,1,7,1,1,0.4
"S43",1999,"99654115","99655233","DIV",25,56,1,13,8,13,8,8,2,8,2,2,0.4
"S43",2008,"78559819","99669547","SAME",47,NA,0,11,23,11,23,5,15,5,15,1,0.4
"S43",2009,"78559819","99669547","DEAD",27,NA,0,12,24,12,24,6,16,6,16,2,0.4
"S44",2003,"99607564","99672070","DEAD",NA,NA,NA,NA,NA,14,5,NA,NA,9,0,0,NA
"S46",1998,"99654428","99656223","DIV",18,NA,0,7,7,7,7,1,1,1,1,1,0.166666666666667
"S46",2005,"__3_4","99654428","DEAD",NA,NA,NA,14,NA,14,14,8,NA,8,8,NA,0.166666666666667
"S46",1997,"99654428","99656223","SAME",NA,NA,NA,6,6,6,6,0,0,0,0,0,0.166666666666667
"S46",1995,"99610759","9965_225","DEAD",23,NA,0,NA,NA,7,NA,NA,NA,0,NA,NA,0.166666666666667
"S47",2008,"99660339","99689859","DEAD",44,NA,0,NA,NA,15,4,NA,NA,10,0,0,0.166666666666667
"S51",2008,"99656103","9966_3_0","DEAD",45,NA,0,17,NA,17,NA,12,NA,12,NA,NA,0.583333333333333
"S52",2003,"99609627","99668704","DEAD",46,51,1,NA,NA,15,7,NA,NA,0,0,0,0.636363636363636
"S53",2007,"9960_668","99606149","DEAD",22,55,1,NA,NA,NA,20,NA,NA,NA,14,NA,0.625
"S53",2009,"99603268","118601174","DEAD",22,57,1,NA,NA,28,5,NA,NA,0,0,0,0.625
"S53",1995,"99606149","99609668","SAME",20,50,0,8,7,8,7,2,2,2,2,2,0.625
"S53",1999,"99606149","99609668","DIV",NA,NA,0,12,11,12,11,6,6,6,6,6,0.625
"S53",1998,"99606149","99609668","SAME",19,25,1,11,10,11,10,5,5,5,5,5,0.625
"S53",1996,"99606149","99609668","SAME",18,NA,0,9,8,9,8,3,3,3,3,3,0.625
"S53",1994,"99606149","99609668","SAME",19,NA,0,7,6,7,6,1,1,1,1,1,0.625
"S53",1997,"99606149","99609668","SAME",52,NA,0,10,9,10,9,4,4,4,4,4,0.625
"S54",1998,"99606122","9965_782","SAME",19,60,1,NA,NA,16,NA,NA,NA,5,NA,NA,0.769230769230769
"S54",2003,"996__668","99606149","DEAD",11,44,1,NA,NA,NA,16,NA,NA,NA,10,NA,0.769230769230769
"S54",1999,"99606122","9965_782","DEAD",22,57,1,NA,NA,17,NA,NA,NA,6,NA,NA,0.769230769230769
"S58",1993,"99606149","99609668","SAME",NA,NA,0,6,5,6,5,0,0,0,0,0,0.4
"S62",2009,"99674ду_","118601147","DEAD",29,62,1,NA,NA,NA,5,NA,NA,NA,0,NA,0.636363636363636
"S62",1996,"99602696","99653790","DEAD",24,NA,NA,10,6,10,6,2,0,2,0,0,0.636363636363636
"S63",1994,"99602610","99608113","SAME",22,NA,0,8,6,8,6,0,0,0,0,0,0.545454545454545
"S63",1995,"99602610","99608113","SAME",15,62,1,9,7,9,7,1,1,1,1,1,0.545454545454545
"S63",1996,"99602610","99608113","DIV",17,49,NA,10,8,10,8,2,2,2,2,2,0.545454545454545
"S63",2009,"99606149","118601148","DEAD",29,58,0,22,5,22,5,16,0,16,0,0,0.545454545454545
"S64",1996,"99656103","99608125","DIV",34,NA,0,5,8,5,8,0,0,0,0,0,0.7
"S65",1999,"99603227","99603090","DIV",21,56,1,13,13,13,13,3,5,3,5,2,0.454545454545455
"S65",1998,"99603227","99603090","SAME",18,NA,0,12,12,12,12,2,4,2,4,1,0.454545454545455
"S65",1996,"99603090","99603227","DIV",21,54,1,10,10,10,10,0,2,0,2,0,0.454545454545455
"S66",2003,"99603090","99603227","DEAD",45,NA,0,17,17,17,17,7,9,7,9,3,0.375
"S71",1998,"99670811","78542879","DEAD",20,61,1,NA,NA,5,14,NA,NA,0,5,0,0.615384615384615
"S72",1993,"78542897","78559819","SAME",NA,NA,NA,9,8,9,8,2,0,2,0,0,0.636363636363636
"S72",1997,"78542897","78559819","SAME",33,66,1,13,12,13,12,6,4,6,4,4,0.636363636363636
"S72",2007,"99669547","78559819","SAME",NA,NA,NA,10,22,10,22,4,14,4,14,0,0.636363636363636
"S72",1995,"78542897","78559819","SAME",27,60,1,11,10,11,10,4,2,4,2,2,0.636363636363636
"S72",1991,"78542897","785____9","DEAD",32,66,1,7,NA,7,NA,0,NA,0,NA,NA,0.636363636363636
"S72",1994,"78542897","78559819","SAME",NA,NA,NA,10,9,10,9,3,1,3,1,1,0.636363636363636
"S72",1999,"78542897","78559819","DIV",31,63,0,15,14,15,14,8,6,8,6,6,0.636363636363636
"S72",2003,"99601___","78542897","DEAD",44,NA,0,NA,NA,NA,19,NA,NA,NA,12,NA,0.636363636363636
"S72",1998,"78542897","78559819","SAME",22,NA,0,14,13,14,13,7,5,7,5,5,0.636363636363636
"S72",1996,"78542897","78559819","SAME",27,59,1,12,11,12,11,5,3,5,3,3,0.636363636363636
"S74",1998,"99650760","99670895","DEAD",21,54,1,NA,NA,9,5,NA,NA,0,0,0,0.5
"S74",1994,"99607564","99653762","DEAD",30,NA,0,NA,NA,5,4,NA,NA,0,0,0,0.5
"S75",2009,"99684640","118601173","SAME",20,55,1,NA,NA,7,5,NA,NA,1,0,0,NA
"S75",2010,"118601173","99684640","DEAD",NA,NA,0,NA,NA,6,8,NA,NA,1,2,1,NA
"S76",2009,"99689060","118601161","DEAD",20,52,1,NA,NA,10,5,NA,NA,1,0,0,NA
"S76",2010,"118601161","99609068","DEAD",46,58,0,NA,NA,6,22,NA,NA,1,0,0,NA
"S77",2009,"99663365","99663323","DEAD",25,58,1,15,15,15,15,10,11,10,11,0,NA
"S78",2009,"99689059","99689058","DEAD",25,57,1,NA,NA,10,10,NA,NA,2,1,1,NA
"S78",2008,"99689058","99689059","SAME",50,52,1,NA,NA,9,9,NA,NA,0,1,0,NA
"S79",2008,"99689078","99655233","SAME",17,50,1,9,17,9,17,3,11,3,11,1,NA
"S79",2009,"99689078","99655233","DEAD",25,58,1,10,18,10,18,4,12,4,12,2,NA
"S81",2003,"99669547","99660339","DIV",NA,NA,NA,6,10,6,10,0,5,0,5,0,0.333333333333333
"S82",2010,"99669136","99689064","DEAD",45,51,1,18,11,18,11,7,5,7,5,0,0.538461538461538
"S82",2008,"785_59755","996","DEAD",47,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538461538461538
"S82",2009,"78559755","99672086","DEAD",25,68,1,24,11,24,11,18,2,18,2,0,0.538461538461538
"S83",2003,"99672178","99672140","DEAD",NA,NA,NA,NA,NA,5,5,NA,NA,0,0,0,0.25
"S83",2009,"118601168","118601159","DEAD",26,58,1,NA,NA,5,5,NA,NA,0,0,0,0.25
"S85",1995,"99601135","99655080","DEAD",28,NA,0,10,4,10,4,NA,0,NA,0,0,0
"S98",1996,"78559761","996518_6","DEAD",16,NA,0,NA,NA,11,NA,NA,NA,5,NA,NA,0.25
"S111",1991,"9960_054","99601246","DEAD",25,NA,0,NA,NA,NA,6,NA,NA,NA,0,NA,0.375
"S118",1991,"785_790_","99603025","DEAD",26,NA,0,NA,NA,NA,5,NA,NA,NA,0,NA,0.4
"S121",1994,"99606404","99610519","DEAD",23,NA,0,NA,NA,7,6,NA,NA,1,1,1,NA
"S121",1996,"99606404","99606310","DEAD",24,53,1,NA,NA,9,14,NA,NA,3,5,0,NA
"S121",1993,"99606404","99610519","SAME",NA,NA,NA,NA,NA,6,5,NA,NA,0,0,0,NA
"S122",1996,"99607953","99606431","DEAD",NA,NA,NA,7,9,7,9,2,0,2,0,0,0.25
"S122",1999,"99660362","99665376","DEAD",34,NA,0,6,4,6,4,1,0,1,0,0,0.25
"S123",1998,"99657972","78559113","SAME",23,58,NA,6,13,6,13,0,0,0,0,0,0.4
"S123",1999,"99657972","78559113","DEAD",26,58,1,7,14,7,14,1,1,1,1,1,0.4
"S129",1997,"99606172?","99660653","DEAD",20,61,1,NA,NA,NA,4,NA,NA,NA,0,NA,NA
"S201",1999,"99603887","99667227","DEAD",24,NA,0,13,8,13,8,NA,3,NA,3,3,0.727272727272727
"S201",1991,"99654101","9960_241","DEAD",25,59,1,NA,NA,5,NA,NA,NA,0,NA,NA,0.727272727272727
"S201",1998,"99603887","99667227","SAME",20,NA,0,12,7,12,7,NA,2,NA,2,2,0.727272727272727
"S201",1997,"99603887","99667227","SAME",20,53,1,11,6,11,6,NA,1,NA,1,1,0.727272727272727
"S201",2009,"118601167","99679651","DEAD",32,76,0,8,5,8,5,2,0,2,0,0,0.727272727272727
"S201",1996,"99603887","99667227","SAME",23,56,1,10,5,10,5,NA,0,NA,0,0,0.727272727272727
"S202",1998,"99655093","99667150","SAME",20,53,1,7,7,7,7,2,2,2,2,0,0.909090909090909
"S202",1999,"99655093","99667150","DEAD",21,55,1,8,8,8,8,3,3,3,3,1,0.909090909090909
"S202",1997,"99651391","99655093","DEAD",39,72,NA,6,13,6,13,1,1,1,1,1,0.909090909090909
"S202",1996,"99651391","99655093","SAME",23,55,1,5,12,5,12,0,0,0,0,0,0.909090909090909
"S202",2009,"118601155","99655093","SAME",24,67,1,5,18,5,18,0,13,0,13,0,0.909090909090909
"S203",1997,"99602154","99667150","DIV",19,52,1,16,6,16,6,6,1,6,1,1,0.916666666666667
"S203",1999,"99670771","99602154","DEAD",24,56,1,18,6,18,6,8,1,8,1,1,0.916666666666667
"S203",1998,"99670771","99602154","SAME",20,52,1,17,5,17,5,7,0,7,0,0,0.916666666666667
"S203",1996,"99602154","99667150","SAME",18,71,1,15,5,15,5,5,0,5,0,0,0.916666666666667
"S204",1997,"99667219","99667224","SAME",13,67,1,6,6,6,6,1,1,1,1,1,1
"S204",2009,"118601153","99684491","DEAD",25,60,1,NA,NA,5,7,NA,NA,0,0,0,1
"S204",1996,"99667219","99667224","SAME",20,55,1,5,5,5,5,0,0,0,0,0,1
"S204",1990,"996021_4","9965139_","DEAD",27,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"S204",1999,"99667219","99667224","DIV",22,56,1,8,8,8,8,3,3,3,3,3,1
"S204",1998,"99667219","99667224","SAME",20,53,1,7,7,7,7,2,2,2,2,2,1
"S205",1996,"99667217","99667223","SAME",21,52,1,5,5,5,5,0,0,0,0,0,0.846153846153846
"S205",1997,"99667217","99667223","SAME",-10,23,1,6,6,6,6,1,1,1,1,1,0.846153846153846
"S205",2009,"99678610","99688737","DEAD",21,NA,0,9,6,9,6,2,0,2,0,0,0.846153846153846
